fecha_documento,monto,moneda,glosa,centro_costo,referencia,cuenta_contable
2026-07-05,2992291.0,CLP,Nomina - Gastos Administrativos,CC-002,DOC-000137,5102
2026-08-03,1961564.0,CLP,Pago a proveedor - Caja,CC-005,DOC-000796,1101
2026-06-22,1341265.0,CLP,Cobro cliente - Costo de Ventas,CC-007,DOC-002180,5101
2026-06-28,-1166303.0,CLP,Anticipo - Gastos de Venta,CC-008,DOC-002128,5103
2026-07-27,-918829.0,CLP,Pago de servicios - Impuestos por Pagar,CC-004,DOC-000758,2102
2026-07-02,-505225.0,CLP,Compra de mercaderia - Prestamos Bancarios,CC-005,DOC-000541,2201
2026-05-24,2559060.0,USD,Anticipo - Gastos Administrativos,CC-001,DOC-001019,5102
2026-06-01,-2265748.0,CLP,Nota de credito - Proveedores,CC-005,DOC-002288,2101
2026-07-23,2962644.0,CLP,Cobro cliente - Proveedores,CC-001,DOC-000165,2101
2026-05-13,1914912.0,CLP,Cobro cliente - Gastos de Venta,CC-004,DOC-000248,5103
2026-05-20,-2109697.0,CLP,Ajuste contable - Prestamos Bancarios,CC-002,DOC-001331,2201
2026-05-15,1692275.0,CLP,Nota de debito - Proveedores,CC-004,DOC-002017,2101
2026-06-18,1478626.0,USD,Nota de credito - Ventas,CC-005,DOC-000446,4101
2026-05-15,-2993874.0,CLP,Nota de credito - Capital,CC-002,DOC-001358,3101
2026-07-24,367428.0,CLP,Devolucion - Ventas,CC-004,DOC-002145,4101
2026-06-15,1105133.0,CLP,Transferencia interna - Proveedores,CC-004,DOC-001329,2101
2026-08-08,-917676.0,CLP,Anticipo - Proveedores,CC-006,DOC-002910,2101
2026-06-11,1437435.0,CLP,Ajuste contable - Inventario,CC-007,DOC-002150,1301
2026-04-09,-792534.0,USD,Devolucion - Prestamos Bancarios,CC-002,DOC-000434,2201
2026-06-05,1972391.0,CLP,Nota de credito - Ventas,CC-007,DOC-002122,4101
2026-04-17,-1661913.0,CLP,Anticipo - Capital,CC-008,DOC-000577,3101
2026-05-30,1790627.0,CLP,Nota de credito - Inventario,CC-008,DOC-002538,1301
2026-07-27,269717.0,CLP,Provision mensual - Caja,CC-003,DOC-002741,1101
2026-07-02,963448.0,CLP,Cobro cliente - Inventario,CC-005,DOC-001848,1301
2026-07-07,1990630.0,USD,Pago de servicios - Bancos,CC-002,DOC-000762,1102
2026-07-23,1534920.0,CLP,Ajuste contable - Clientes,CC-007,DOC-000388,1201
2026-06-08,1105204.0,CLP,Compra de mercaderia - Clientes,CC-002,DOC-000235,1201
2025-07-25,-1252091.0,CLP,Nota de credito - Proveedores,CC-008,DOC-002605,2101
2026-07-15,-1488349.0,CLP,Pago a proveedor - Gastos de Venta,CC-007,DOC-001984,5103
2026-06-08,1794569.0,CLP,Devolucion - Caja,CC-008,DOC-000267,1101
2026-07-15,-1959156.0,CLP,Devolucion - Capital,CC-004,DOC-000770,3101
2026-05-15,-2059509.0,CLP,Provision mensual - Gastos de Venta,CC-008,DOC-002165,5103
2026-08-05,-2576774.0,CLP,Pago de servicios - Gastos de Venta,CC-007,DOC-000437,5103
2026-07-01,-1479559.0,USD,Anticipo - Capital,CC-005,DOC-000673,3101
2025-09-01,83721.0,CLP,Pago de servicios - Clientes,CC-008,DOC-000249,1201
2026-08-05,205887.0,CLP,Pago a proveedor - Clientes,CC-005,DOC-002201,1201
2026-03-01,-1847550.0,CLP,Provision mensual - Prestamos Bancarios,CC-006,DOC-001574,2201
2026-05-13,-1292771.0,CLP,Nota de credito - Capital,CC-006,DOC-002142,3101
2026-04-24,,CLP,Nota de debito - Prestamos Bancarios,CC-001,DOC-002081,2201
2026-06-30,1120303.0,CLP,Pago a proveedor - Ventas,CC-001,DOC-002617,4101
2026-08-01,1365972.0,CLP,Transferencia interna - Gastos Administrativos,CC-005,DOC-002903,5102
2025-10-08,2517596.0,CLP,Provision mensual - Costo de Ventas,CC-001,DOC-002739,5101
2026-07-31,-1744408.0,CLP,Devolucion - Capital,CC-007,DOC-000448,3101
2026-07-19,255356.0,CLP,Compra de mercaderia - Proveedores,CC-008,DOC-001469,2101
2026-06-16,976918.0,CLP,Compra de mercaderia - Bancos,CC-002,DOC-000716,1102
2026-01-12,-1937181.0,CLP,Cobro cliente - Prestamos Bancarios,CC-001,DOC-002398,2201
2026-06-23,-2668016.0,CLP,Cobro cliente - Impuestos por Pagar,CC-002,DOC-002614,2102
2026-07-17,2101401.0,CLP,Ajuste contable - Ventas,CC-006,DOC-002048,4101
2026-01-30,2938694.0,CLP,Devolucion - Gastos Administrativos,CC-001,DOC-001901,5102
2026-05-21,1191278.0,CLP,Anticipo - Caja,CC-008,DOC-001168,1101
2026-06-11,63053.0,USD,Pago de servicios - Proveedores,CC-004,DOC-000082,2101
2026-07-23,155646.0,CLP,Devolucion - Gastos Administrativos,CC-005,DOC-002424,5102
2026-05-23,-2856375.0,CLP,Devolucion - Capital,CC-007,DOC-001460,3101
2026-01-17,280911.0,USD,Cobro cliente - Bancos,CC-008,DOC-001893,1102
2026-06-06,-2168987.0,CLP,Nota de debito - Impuestos por Pagar,CC-002,DOC-001668,2102
2026-06-15,-80802.0,CLP,Provision mensual - Impuestos por Pagar,CC-005,DOC-002000,2102
2026-07-23,-1761894.0,USD,Nota de debito - Impuestos por Pagar,CC-002,DOC-000475,2102
2025-07-23,-2340591.0,CLP,Provision mensual - Prestamos Bancarios,CC-004,DOC-000517,2201
2026-07-30,-1211538.0,CLP,Nota de credito - Capital,CC-006,DOC-000404,3101
2026-06-03,564945.0,CLP,Transferencia interna - Costo de Ventas,CC-002,DOC-000384,5101
2026-05-25,2525930.0,CLP,Pago de servicios - Gastos de Venta,CC-007,DOC-001442,5103
2026-08-01,1700641.0,CLP,Nota de debito - Bancos,CC-007,DOC-002152,1102
2026-08-03,-2423153.0,CLP,Nota de credito - Prestamos Bancarios,CC-005,DOC-001633,2201
2026-05-30,2784369.0,CLP,Nota de debito - Costo de Ventas,CC-004,DOC-002859,5101
2026-05-22,2870000.0,CLP,Devolucion - Costo de Ventas,CC-006,DOC-000688,5101
2026-07-15,-1520663.0,CLP,Cobro cliente - Capital,CC-008,DOC-001240,3101
2026-06-23,2033567.0,USD,Anticipo - Inventario,CC-005,DOC-000062,1301
2026-06-17,-1815697.0,CLP,Nota de credito - Impuestos por Pagar,CC-004,DOC-000852,2102
2026-06-29,1652963.0,CLP,Anticipo - Inventario,CC-006,DOC-002751,1301
2026-08-06,262600.0,CLP,Nomina - Costo de Ventas,CC-005,DOC-002476,5101
2026-07-24,-837989.0,CLP,Regularizacion - Gastos de Venta,CC-007,DOC-001262,5103
2026-07-31,-61917.0,CLP,Ajuste contable - Capital,CC-007,DOC-000223,3101
2025-09-30,839148.0,USD,Provision mensual - Clientes,CC-007,DOC-002193,1201
2025-11-08,-2106395.0,CLP,Cobro cliente - Ventas,CC-002,DOC-000373,4101
2026-03-01,448332.0,CLP,Provision mensual - Costo de Ventas,CC-006,DOC-001824,5101
2026-06-23,390778.0,CLP,Anticipo - Clientes,CC-004,DOC-002536,1201
2026-07-27,616100.0,CLP,Pago de servicios - Bancos,CC-007,DOC-002869,1102
2026-06-03,2091580.0,CLP,Nomina - Proveedores,CC-003,DOC-002597,2101
2026-05-27,1211425.0,CLP,Ajuste contable - Proveedores,CC-003,DOC-002684,2101
2026-06-03,2188735.0,CLP,Nomina - Costo de Ventas,CC-005,DOC-000009,5101
2026-07-31,974890.0,CLP,Pago a proveedor - Costo de Ventas,CC-004,DOC-001944,5101
2026-07-10,1759104.0,CLP,Transferencia interna - Caja,CC-002,DOC-001838,1101
2026-08-09,702267.0,CLP,Transferencia interna - Clientes,CC-004,DOC-000708,1201
2026-06-01,826981.0,CLP,Cobro cliente - Proveedores,CC-003,DOC-000255,2101
2026-06-16,-2105507.0,CLP,Cobro cliente - Prestamos Bancarios,CC-008,DOC-001617,2201
2025-08-09,,CLP,Ajuste contable - Prestamos Bancarios,CC-003,DOC-000389,2201
2026-07-26,1561869.0,CLP,Cobro cliente - Clientes,CC-008,DOC-001581,1201
2026-05-29,,CLP,Transferencia interna - Clientes,CC-008,DOC-000924,1201
2026-06-11,1143151.0,CLP,Nota de credito - Proveedores,CC-007,DOC-002036,2101
2026-07-04,439817.0,CLP,Anticipo - Bancos,CC-007,DOC-002403,1102
2026-05-25,2741688.0,CLP,Nomina - Costo de Ventas,CC-007,DOC-001224,5101
2026-07-14,440403.0,CLP,Pago a proveedor - Inventario,CC-008,DOC-001946,1301
2026-07-09,1083226.0,USD,Pago a proveedor - Ventas,CC-001,DOC-000739,4101
2026-07-01,719864.0,CLP,Compra de mercaderia - Proveedores,CC-008,DOC-000040,2101
2026-06-14,1149102.0,CLP,Pago a proveedor - Proveedores,CC-002,DOC-000868,2101
2026-08-09,2676559.0,CLP,Pago a proveedor - Gastos de Venta,CC-001,DOC-000539,5103
2026-07-23,713182.0,CLP,Devolucion - Inventario,CC-006,DOC-002510,1301
2025-10-01,22402.0,CLP,Nota de credito - Clientes,CC-004,DOC-001371,1201
2025-08-14,-955560.0,CLP,Cobro cliente - Prestamos Bancarios,CC-002,DOC-001145,2201
2026-06-15,1228085.0,CLP,Pago a proveedor - Inventario,CC-008,DOC-001031,1301
2025-07-09,-1440308.0,CLP,Regularizacion - Prestamos Bancarios,CC-007,DOC-000372,2201
2026-06-26,-1551930.0,CLP,Compra de mercaderia - Impuestos por Pagar,CC-004,DOC-000667,2102
2026-07-07,-466892.0,CLP,Nota de credito - Gastos de Venta,CC-007,DOC-000357,5103
2026-06-26,150901.0,CLP,Devolucion - Gastos Administrativos,CC-002,DOC-000967,5102
2026-05-12,1376071.0,CLP,Pago de servicios - Gastos Administrativos,CC-008,DOC-001353,5102
2026-05-13,-1091751.0,CLP,Provision mensual - Proveedores,CC-008,DOC-001035,2101
2026-06-22,1067640.0,CLP,Ajuste contable - Costo de Ventas,CC-003,DOC-000470,5101
2026-06-06,2914758.0,CLP,Nota de debito - Gastos Administrativos,CC-007,DOC-001396,5102
2026-08-04,-983989.0,CLP,Ajuste contable - Prestamos Bancarios,CC-001,DOC-002620,2201
2026-04-06,504103.0,CLP,Transferencia interna - Clientes,CC-003,DOC-001549,1201
2026-05-16,2774037.0,CLP,Ajuste contable - Gastos Administrativos,CC-006,DOC-001256,5102
2026-05-19,-2017180.0,CLP,Provision mensual - Capital,CC-003,DOC-002094,3101
2026-06-26,-906896.0,CLP,Regularizacion - Impuestos por Pagar,CC-008,DOC-001555,2102
2026-08-05,1485595.0,CLP,Provision mensual - Bancos,CC-003,DOC-002589,1102
2026-05-17,507809.0,CLP,Nomina - Bancos,CC-002,DOC-001250,1102
2026-07-26,2439923.0,CLP,Nomina - Caja,CC-003,DOC-001699,1101
2026-01-22,-322127.0,CLP,Pago a proveedor - Prestamos Bancarios,CC-007,DOC-001252,2201
2026-05-19,-1666642.0,CLP,Cobro cliente - Gastos de Venta,CC-001,DOC-002780,5103
2026-06-12,2759027.0,CLP,Nomina - Gastos de Venta,CC-001,DOC-000079,5103
2026-06-13,10855.0,CLP,Devolucion - Gastos Administrativos,CC-001,DOC-001172,5102
2026-07-06,2523014.0,CLP,Nomina - Bancos,CC-003,DOC-000814,1102
2026-07-02,1004498.0,CLP,Transferencia interna - Proveedores,CC-005,DOC-001852,2101
2026-07-17,1258036.0,CLP,Nota de debito - Caja,CC-003,DOC-002220,1101
2026-06-22,-88108.0,CLP,Compra de mercaderia - Impuestos por Pagar,CC-002,DOC-002628,2102
2026-05-15,2379324.0,CLP,Transferencia interna - Bancos,CC-003,DOC-002105,1102
2026-06-29,-2609752.0,CLP,Regularizacion - Ventas,CC-008,DOC-000133,4101
2026-05-12,930000.0,CLP,Devolucion - Costo de Ventas,CC-002,DOC-001140,5101
2026-06-14,1461250.0,CLP,Cobro cliente - Bancos,CC-008,DOC-000933,1102
2026-06-29,2208604.0,CLP,Devolucion - Gastos Administrativos,CC-006,DOC-000928,5102
2026-07-02,,CLP,Provision mensual - Ventas,CC-006,DOC-000823,4101
2026-06-04,725368.0,CLP,Transferencia interna - Gastos Administrativos,CC-005,DOC-001531,5102
2026-07-29,360171.0,CLP,Pago de servicios - Proveedores,CC-004,DOC-001214,2101
2025-07-25,-1765863.0,CLP,Cobro cliente - Prestamos Bancarios,CC-002,DOC-000504,2201
2026-07-09,-1078974.0,CLP,Provision mensual - Gastos de Venta,CC-005,DOC-001934,5103
2026-06-04,2495018.0,CLP,Pago a proveedor - Costo de Ventas,CC-002,DOC-002395,5101
2026-06-24,1317135.0,CLP,Anticipo - Inventario,CC-001,DOC-001996,1301
2026-05-15,1762683.0,CLP,Anticipo - Clientes,CC-001,DOC-001958,1201
2026-07-06,2829281.0,CLP,Provision mensual - Bancos,CC-006,DOC-001384,1102
2026-07-25,48024.0,CLP,Compra de mercaderia - Inventario,CC-002,DOC-000894,1301
2026-06-22,166131.0,CLP,Ajuste contable - Gastos Administrativos,CC-008,DOC-000828,5102
2026-05-23,2169546.0,CLP,Ajuste contable - Gastos Administrativos,CC-001,DOC-002920,5102
2026-07-14,14577.0,CLP,Provision mensual - Ventas,CC-003,DOC-001683,4101
2026-08-09,205652.0,CLP,Compra de mercaderia - Costo de Ventas,CC-003,DOC-002574,5101
2026-07-29,-2686501.0,CLP,Nomina - Ventas,CC-002,DOC-002289,4101
2025-09-16,-2212659.0,CLP,Provision mensual - Prestamos Bancarios,CC-003,DOC-002512,2201
2026-05-29,1036347.0,CLP,Devolucion - Proveedores,CC-002,DOC-000652,2101
2026-06-13,1519125.0,CLP,Nota de debito - Costo de Ventas,CC-002,DOC-000172,5101
2026-04-07,2027262.0,CLP,Cobro cliente - Clientes,CC-004,DOC-000038,1201
2026-07-08,-830985.0,CLP,Compra de mercaderia - Gastos de Venta,CC-007,DOC-002860,5103
2026-06-05,-1999694.0,CLP,Compra de mercaderia - Gastos de Venta,CC-006,DOC-000713,5103
2026-07-28,-1303403.0,CLP,Transferencia interna - Prestamos Bancarios,CC-003,DOC-000090,2201
2026-07-14,-659319.0,CLP,Anticipo - Gastos de Venta,CC-007,DOC-002322,5103
2026-06-11,2374037.0,CLP,Ajuste contable - Inventario,CC-007,DOC-001205,1301
2026-05-20,2005611.0,USD,Regularizacion - Costo de Ventas,CC-008,DOC-002585,5101
2026-06-22,775631.0,CLP,Provision mensual - Clientes,CC-005,DOC-001827,1201
2026-05-23,-871302.0,USD,Pago a proveedor - Capital,CC-001,DOC-001155,3101
2026-07-23,1132785.0,USD,Devolucion - Gastos Administrativos,CC-003,DOC-001324,5102
2026-05-29,2953397.0,CLP,Compra de mercaderia - Inventario,CC-007,DOC-000216,1301
2026-06-15,2323223.0,CLP,Anticipo - Proveedores,CC-002,DOC-000510,2101
2026-06-05,955994.0,CLP,Devolucion - Bancos,CC-001,DOC-001680,1102
2026-06-05,2402349.0,CLP,Cobro cliente - Ventas,CC-008,DOC-000499,4101
2026-05-30,-2743049.0,CLP,Pago de servicios - Prestamos Bancarios,CC-007,DOC-002548,2201
2025-07-29,-2218356.0,CLP,Anticipo - Prestamos Bancarios,CC-008,DOC-001856,2201
2026-06-25,-2230081.0,CLP,Anticipo - Impuestos por Pagar,CC-006,DOC-001388,2102
2026-07-01,2441116.0,CLP,Pago a proveedor - Gastos Administrativos,CC-008,DOC-001519,5102
2026-02-20,-2825092.0,CLP,Regularizacion - Prestamos Bancarios,CC-003,DOC-002386,2201
2026-05-23,-1022654.0,CLP,Pago a proveedor - Capital,CC-008,DOC-002721,3101
2026-07-04,80725.0,CLP,Cobro cliente - Proveedores,CC-006,DOC-002076,2101
2026-06-14,-1059111.0,CLP,Regularizacion - Capital,CC-002,DOC-001540,3101
2026-06-27,2350469.0,CLP,Anticipo - Proveedores,CC-001,DOC-001217,2101
2026-07-28,1636203.0,CLP,Nomina - Caja,CC-003,DOC-001416,1101
2025-08-04,2187350.0,CLP,Ajuste contable - Ventas,CC-007,DOC-002217,4101
2026-06-25,1472638.0,CLP,Pago a proveedor - Proveedores,CC-008,DOC-002621,2101
2026-07-25,-2493958.0,CLP,Nota de credito - Gastos de Venta,CC-002,DOC-001676,5103
2026-02-01,1895847.0,USD,Pago de servicios - Clientes,CC-001,DOC-001197,1201
2026-07-29,-152158.0,CLP,Nomina - Capital,CC-004,DOC-001542,3101
2026-05-25,1817208.0,USD,Devolucion - Inventario,CC-006,DOC-000953,1301
2026-06-21,448297.0,CLP,Transferencia interna - Inventario,CC-001,DOC-000750,1301
2026-06-24,1313669.0,CLP,Nomina - Proveedores,CC-006,DOC-000234,2101
2026-08-03,-2471811.0,CLP,Pago a proveedor - Impuestos por Pagar,CC-002,DOC-000732,2102
2026-06-02,2290174.0,USD,Anticipo - Gastos Administrativos,CC-006,DOC-001631,5102
2026-07-09,-2519266.0,CLP,Pago de servicios - Capital,CC-004,DOC-001156,3101
2025-08-21,-2010846.0,CLP,Anticipo - Prestamos Bancarios,CC-002,DOC-002573,2201
2026-06-05,2340758.0,CLP,Nota de debito - Inventario,CC-001,DOC-002445,1301
2026-05-29,-475842.0,CLP,Compra de mercaderia - Prestamos Bancarios,CC-002,DOC-001209,2201
2026-07-07,1691926.0,CLP,Provision mensual - Clientes,CC-001,DOC-001065,1201
2026-05-21,476069.0,CLP,Compra de mercaderia - Gastos Administrativos,CC-008,DOC-002156,5102
2026-08-04,693432.0,CLP,Compra de mercaderia - Caja,CC-003,DOC-001062,1101
2026-06-08,-2902053.0,CLP,Nota de credito - Gastos de Venta,CC-004,DOC-001167,5103
2026-07-01,-1554245.0,CLP,Nota de debito - Gastos de Venta,CC-003,DOC-001492,5103
2026-05-22,1871425.0,CLP,Regularizacion - Caja,CC-002,DOC-002474,1101
2026-08-02,-1622686.0,CLP,Nota de credito - Capital,CC-008,DOC-000884,3101
2026-05-27,-900967.0,USD,Nota de credito - Capital,CC-005,DOC-000143,3101
2026-05-15,1943471.0,CLP,Transferencia interna - Inventario,CC-003,DOC-001052,1301
2026-07-24,258567.0,CLP,Nomina - Gastos Administrativos,CC-008,DOC-000850,5102
2026-08-09,-2906661.0,CLP,Nota de credito - Prestamos Bancarios,CC-008,DOC-000717,2201
2026-02-12,349855.0,CLP,Pago a proveedor - Clientes,CC-008,DOC-002864,1201
2026-07-21,2441366.0,USD,Nota de credito - Inventario,CC-006,DOC-000264,1301
2026-06-18,-1225760.0,CLP,Provision mensual - Gastos de Venta,CC-007,DOC-000075,5103
2026-06-02,2470732.0,CLP,Nota de debito - Costo de Ventas,CC-001,DOC-000395,5101
2026-07-05,1595486.0,USD,Cobro cliente - Inventario,CC-006,DOC-002545,1301
2026-07-08,-1733245.0,CLP,Nota de credito - Capital,CC-006,DOC-002224,3101
2026-06-26,-2759659.0,CLP,Cobro cliente - Capital,CC-002,DOC-002799,3101
2026-07-14,-2969378.0,CLP,Nota de debito - Gastos de Venta,CC-004,DOC-000396,5103
2026-05-20,-1549009.0,USD,Anticipo - Proveedores,CC-008,DOC-001365,2101
2026-02-19,-615851.0,CLP,Pago de servicios - Prestamos Bancarios,CC-001,DOC-002500,2201
2026-05-29,1219942.0,USD,Transferencia interna - Gastos Administrativos,CC-005,DOC-001903,5102
2026-05-18,906959.0,CLP,Regularizacion - Gastos Administrativos,CC-006,DOC-000595,5102
2026-08-05,1971547.0,USD,Compra de mercaderia - Caja,CC-005,DOC-002109,1101
2026-06-04,842005.0,CLP,Provision mensual - Caja,CC-006,DOC-001296,1101
2026-06-19,-1971328.0,CLP,Transferencia interna - Gastos de Venta,CC-004,DOC-001821,5103
2026-04-07,40824.0,CLP,Cobro cliente - Gastos Administrativos,CC-008,DOC-000872,5102
2026-08-08,2414296.0,CLP,Pago de servicios - Caja,CC-007,DOC-002911,1101
2026-07-14,-2388188.0,CLP,Cobro cliente - Capital,CC-002,DOC-002326,3101
2026-02-06,-1512204.0,CLP,Compra de mercaderia - Gastos de Venta,CC-004,DOC-001548,5103
2026-05-28,2208533.0,CLP,Pago de servicios - Inventario,CC-001,DOC-000036,1301
2026-07-16,2735405.0,CLP,Transferencia interna - Caja,CC-002,DOC-002526,1101
2026-06-18,1423606.0,CLP,Regularizacion - Gastos Administrativos,CC-007,DOC-002143,5102
2026-08-08,2089617.0,CLP,Pago a proveedor - Inventario,CC-004,DOC-001088,1301
2025-09-06,2273215.0,CLP,Cobro cliente - Bancos,CC-001,DOC-000977,1102
2026-06-01,602572.0,CLP,Devolucion - Proveedores,CC-008,DOC-001571,2101
2026-07-03,2180895.0,USD,Cobro cliente - Inventario,CC-001,DOC-001122,1301
2026-08-05,1845018.0,CLP,Provision mensual - Costo de Ventas,CC-003,DOC-002239,5101
2025-10-30,-2288694.0,CLP,Ajuste contable - Prestamos Bancarios,CC-003,DOC-001892,2201
2026-06-17,1437569.0,CLP,Regularizacion - Caja,CC-006,DOC-000675,1101
2026-08-02,136113.0,USD,Ajuste contable - Bancos,CC-001,DOC-000728,1102
2026-07-20,160103.0,CLP,Nota de credito - Gastos Administrativos,CC-004,DOC-000412,5102
,2151824.0,CLP,Anticipo - Caja,CC-006,DOC-001516,1101
2026-07-04,2791274.0,USD,Pago a proveedor - Clientes,CC-002,DOC-001649,1201
2026-07-06,-347809.0,CLP,Cobro cliente - Proveedores,CC-004,DOC-000825,2101
2026-07-04,2016697.0,CLP,Provision mensual - Gastos Administrativos,CC-008,DOC-000616,5102
2026-07-03,2100702.0,USD,Regularizacion - Bancos,CC-008,DOC-000114,1102
2026-07-23,209893.0,CLP,Anticipo - Gastos Administrativos,CC-003,DOC-000417,5102
2026-06-07,-317613.0,CLP,Nomina - Impuestos por Pagar,CC-008,DOC-001625,2102
2026-07-29,16527.0,CLP,Ajuste contable - Ventas,CC-005,DOC-002939,4101
2026-05-18,-1114860.0,CLP,Pago de servicios - Impuestos por Pagar,CC-001,DOC-000089,2102
2026-07-25,-1492546.0,CLP,Cobro cliente - Ventas,CC-003,DOC-002082,4101
2026-06-16,973618.0,USD,Cobro cliente - Inventario,CC-002,DOC-000753,1301
2026-01-26,-1141084.0,CLP,Regularizacion - Capital,CC-001,DOC-001630,3101
2026-07-01,1206489.0,CLP,Anticipo - Inventario,CC-006,DOC-000011,1301
2026-07-26,-1363453.0,CLP,Nomina - Prestamos Bancarios,CC-008,DOC-002444,2201
2026-05-12,-1469564.0,CLP,Nota de debito - Gastos de Venta,CC-005,DOC-000284,5103
2026-07-18,1252175.0,CLP,Devolucion - Ventas,CC-002,DOC-001066,4101
2026-05-31,2576813.0,CLP,Provision mensual - Ventas,CC-004,DOC-001191,4101
2026-05-12,685808.0,USD,Compra de mercaderia - Costo de Ventas,CC-002,DOC-001440,5101
2025-12-19,2218678.0,CLP,Regularizacion - Clientes,CC-008,DOC-002801,1201
2026-06-14,-281672.0,USD,Compra de mercaderia - Impuestos por Pagar,CC-006,DOC-002800,2102
2026-06-02,-147061.0,CLP,Transferencia interna - Prestamos Bancarios,CC-008,DOC-002710,2201
2026-06-11,2799140.0,CLP,Nomina - Proveedores,CC-007,DOC-001568,2101
2026-06-09,-2176340.0,USD,Pago a proveedor - Ventas,CC-003,DOC-002427,4101
2026-05-22,782177.0,CLP,Regularizacion - Gastos Administrativos,CC-002,DOC-002577,5102
2026-07-05,1261684.0,CLP,Provision mensual - Inventario,CC-007,DOC-001687,1301
2026-06-17,-1871629.0,CLP,Transferencia interna - Gastos de Venta,CC-007,DOC-000851,5103
2026-07-23,-1352572.0,CLP,Nota de debito - Prestamos Bancarios,CC-003,DOC-002207,2201
2026-05-27,-196553.0,CLP,Cobro cliente - Capital,CC-008,DOC-000895,3101
2026-05-17,294624.0,CLP,Nota de debito - Clientes,CC-007,DOC-000496,1201
2026-07-06,-1315165.0,CLP,Nomina - Capital,CC-008,DOC-002305,3101
2026-05-24,2184248.0,CLP,Pago a proveedor - Inventario,CC-008,DOC-001782,1301
2026-05-28,2161436.0,CLP,Provision mensual - Ventas,CC-007,DOC-000335,4101
2025-11-02,1468916.0,CLP,Transferencia interna - Gastos Administrativos,CC-006,DOC-000515,5102
2026-07-26,531315.0,CLP,Compra de mercaderia - Bancos,CC-008,DOC-001348,1102
2026-04-02,-1956353.0,CLP,Nota de debito - Prestamos Bancarios,CC-005,DOC-001015,2201
2026-08-05,113918.0,USD,Transferencia interna - Gastos Administrativos,CC-003,DOC-002808,5102
2026-05-20,2801608.0,CLP,Nota de credito - Gastos Administrativos,CC-007,DOC-002803,5102
2026-08-10,1014661.0,USD,Anticipo - Gastos Administrativos,CC-005,DOC-001781,5102
2026-08-08,1343077.0,CLP,Cobro cliente - Proveedores,CC-006,DOC-001785,2101
2026-06-22,2251826.0,CLP,Transferencia interna - Ventas,CC-008,DOC-002070,4101
2026-05-18,1143318.0,CLP,Compra de mercaderia - Clientes,CC-004,DOC-000356,1201
2025-10-26,2925279.0,CLP,Anticipo - Inventario,CC-003,DOC-002852,1301
2026-07-25,1561655.0,CLP,Provision mensual - Gastos Administrativos,CC-002,DOC-001312,5102
2026-07-11,-399959.0,CLP,Compra de mercaderia - Gastos de Venta,CC-002,DOC-001635,5103
2026-05-25,603249.0,CLP,Regularizacion - Bancos,CC-004,DOC-000550,1102
2026-07-04,394507.0,CLP,Nota de credito - Caja,CC-001,DOC-002388,1101
2026-06-04,296647.0,CLP,Pago de servicios - Gastos de Venta,CC-001,DOC-002479,5103
2026-07-18,714204.0,CLP,Pago a proveedor - Gastos Administrativos,CC-001,DOC-002521,5102
2026-06-22,1684460.0,CLP,Regularizacion - Bancos,CC-004,DOC-002265,1102
2026-05-25,1468397.0,CLP,Cobro cliente - Caja,CC-007,DOC-001227,1101
2026-06-03,2579290.0,CLP,Pago de servicios - Gastos de Venta,CC-008,DOC-002822,5103
2026-05-26,262804.0,CLP,Transferencia interna - Clientes,CC-006,DOC-000957,1201
2025-12-08,1309025.0,CLP,Devolucion - Inventario,CC-003,DOC-001773,1301
2026-05-13,-2844383.0,CLP,Ajuste contable - Gastos de Venta,CC-001,DOC-002141,5103
2026-07-20,64037.0,CLP,Nomina - Proveedores,CC-007,DOC-001008,2101
2026-06-21,157512.0,CLP,Devolucion - Inventario,CC-007,DOC-001092,1301
2026-06-13,2355810.0,CLP,Regularizacion - Clientes,CC-007,DOC-002674,1201
2026-08-04,2491786.0,CLP,Pago a proveedor - Caja,CC-003,DOC-000996,1101
2026-06-06,2017884.0,CLP,Pago a proveedor - Proveedores,CC-007,DOC-001679,2101
2026-06-21,46686.0,CLP,Devolucion - Ventas,CC-005,DOC-000153,4101
2026-07-02,2722782.0,CLP,Devolucion - Gastos Administrativos,CC-007,DOC-002782,5102
2026-06-28,2911622.0,CLP,Nomina - Proveedores,CC-005,DOC-000580,2101
2026-05-17,-2679755.0,CLP,Pago a proveedor - Prestamos Bancarios,CC-002,DOC-001470,2201
2026-05-31,1314134.0,CLP,Nota de credito - Inventario,CC-007,DOC-000703,1301
2026-06-23,-79031.0,CLP,Compra de mercaderia - Capital,CC-002,DOC-001212,3101
2026-07-13,194015.0,CLP,Pago de servicios - Costo de Ventas,CC-007,DOC-000896,5101
2026-06-23,-486909.0,CLP,Cobro cliente - Impuestos por Pagar,CC-006,DOC-000487,2102
2025-07-13,1450611.0,CLP,Transferencia interna - Clientes,CC-003,DOC-000559,1201
2026-06-02,1732682.0,CLP,Anticipo - Inventario,CC-004,DOC-001141,1301
2026-07-16,2643519.0,CLP,Regularizacion - Gastos Administrativos,CC-006,DOC-001119,5102
2026-08-02,936814.0,CLP,Regularizacion - Ventas,CC-001,DOC-000512,4101
2026-03-01,1322497.0,CLP,Regularizacion - Costo de Ventas,CC-005,DOC-000633,5101
2026-07-18,2527146.0,CLP,Cobro cliente - Gastos Administrativos,CC-005,DOC-002584,5102
2026-06-28,-1776477.0,CLP,Nota de credito - Impuestos por Pagar,CC-001,DOC-001664,2102
